Branch,Product ID,Principal ID,Product,Qty,Total,%,Cost,Tax,Gross Profit
GUIWAN - OLD,PI20170000469,13060400005,CONZACE CAP 9+1 PRO,46,5175,0.0%,4924.3,554.45,-303.75
GUIWAN - OLD,PI000000001414,13060400005,COXID 200MG CAP,25,867.21,0.0%,842.75,87.49,-63.03
GUIWAN - OLD,PI01012014003,13060400005,COXID 400MG CAP,9,490.5,0.0%,466.75,52.55,-28.8
GUIWAN - OLD,PI000000001456,13060400005,DAZOMET 500MG TAB,10,150,0.0%,190.53,0,-40.53
GUIWAN - OLD,PI000000001460,13060400005,DECILONE 4MG FRT TAB,92,2801.4,0.0%,2666.87,300.19,-165.66
GUIWAN - OLD,PI000000001461,13060400005,DECILONE 500MCG  PLAIN TAB,17,148.75,0.0%,141.35,15.95,-8.55
GUIWAN - OLD,PI01122013005,13060400005,DECOLGEN FRT TAB,377,2242.09,0.0%,2133.81,240.25,-131.97
GUIWAN - OLD,PI0110201532,13060400005,DECOLGEN FRT TAB 5+1,68,2023,0.0%,1924.88,216.82,-118.7
GUIWAN - OLD,PI000000001467,13060400005,DECOLGEN NO-DROWSE TAB,96,636.06,0.0%,612.48,68.17,-44.59
GUIWAN - OLD,PI000000001471,13060400005,DECOLSIN CAP REF,62,682,0.0%,655.97,73.08,-47.05
GUIWAN - OLD,PI000000001472,13060400005,DECOLSIN SUSP REF  60ML,10,1059,0.0%,1008.32,113.48,-62.8
GUIWAN - OLD,PI0101201828,13060400005,DERMALIN BURN OINT 15GM UHP,2,189,0.0%,170.4,20.26,-1.66
GUIWAN - OLD,PI0101201934,13060400005,DERMALIN BURN OINT 30GM UHP,1,148.75,0.0%,110.88,15.94,21.93
GUIWAN - OLD,PI0101201699,13060400005,DERMALIN WFIELD OINT 30GM UHP,1,119.5,0.0%,108.93,12.8,-2.23
GUIWAN - OLD,PI2020000000187,13060400005,DERMATEC 1MG/G OINT 5GM UHP,4,1070,0.0%,1018.88,114.64,-63.52
GUIWAN - OLD,PI000000001522,13060400005,DIATABS CAP,380,2807.64,0.0%,2717.08,300.85,-210.29
GUIWAN - OLD,PI0111201656,13060400005,DIOXEL 450MG/50MG  TAB,40,1084.29,0.0%,1307.55,36.96,-260.22
GUIWAN - OLD,PI000000001610,13060400005,DISUDRIN O DROP 10ML,35,3951.5,0.0%,3761.85,423.38,-233.73
GUIWAN - OLD,PI000000001611,13060400005,DISUDRIN O SYR  60ML,30,3450,0.0%,3285.69,369.6,-205.29
GUIWAN - OLD,PI000000001612,13060400005,DISUDRIN O SYR 120ML,9,1554.75,0.0%,1480.83,166.59,-92.67
GUIWAN - OLD,PI000000001621,13060400005,DIZITAB 25MG CHEWABLE TAB,2,21,0.0%,18.87,2.25,-0.12
GUIWAN - OLD,PI000000001625,13060400005,DOLAN FP 100MG 60ML,4,364.4,0.0%,330.6,39.04,-5.24
GUIWAN - OLD,PI000000001626,13060400005,DOLAN FP 100MG/2.5ML DROP 15ML,1,84.5,0.0%,80.34,9.05,-4.89
GUIWAN - OLD,PI000000001627,13060400005,DOLAN FP FRT 200MG 60ML,11,1590.6,0.0%,1442.9,170.42,-22.72
GUIWAN - OLD,PI000000001633,13060400005,DOLFENAL 250MG TAB,220,3520,0.0%,3192.2,377.17,-49.37
GUIWAN - OLD,PI000000001634,13060400005,DOLFENAL 500MG TAB,59,1706.49,0.0%,1648.46,176.09,-118.06
GUIWAN - OLD,PI000000001650,13060400005,DOXIN 100MG CAP,1,93.5,0.0%,88.26,10.02,-4.78
GUIWAN - OLD,PI0106201530,13060400005,DOXOFIX 400MG TAB,1,19.5,0.0%,18.39,2.09,-0.98
GUIWAN - OLD,PI000000001655,13060400005,DRENEX .75MG TAB,6,87.6,0.0%,83.43,9.39,-5.22
GUIWAN - OLD,PI000000001656,13060400005,DRENEX 3MG TAB,70,1995,0.0%,1898.5,213.75,-117.25
GUIWAN - OLD,PI000000001667,13060400005,DUAVENT PULMONEB 500MCG,111,4417.8,0.0%,4206.68,473.33,-262.21
GUIWAN - OLD,PI000000001691,13060400005,E ZINC 27.5MG DROP 15ML,2,188.7,0.0%,179.72,20.22,-11.24
GUIWAN - OLD,PI000000001692,13060400005,E ZINC 55MG SYR 60ML,3,303,0.0%,287.22,32.46,-16.68
GUIWAN - OLD,PI000000001701,13060400005,ECZACORT 1% CRM 10GM,2,599.2,0.0%,543.48,64.2,-8.48
GUIWAN - OLD,PI0107201343,13060400005,ENERVON ACTIV CAP,22,291.5,0.0%,274.99,31.24,-14.73
GUIWAN - OLD,PI000000001758,13060400005,ENERVON C FLEX TAB,980,6281,0.0%,6040.77,672.97,-432.74
GUIWAN - OLD,PI000000001759,13060400005,ENERVON C PLUS SYR  60ML,3,206.25,0.0%,196.2,22.11,-12.06
GUIWAN - OLD,PI000000001760,13060400005,ENERVON C PLUS SYR 120ML,2,287,0.0%,272.96,30.76,-16.72
GUIWAN - OLD,PI000000001761,13060400005,ENERVON C PLUS SYR 250ML,1,250,0.0%,235.18,26.79,-11.97
GUIWAN - OLD,PI000000001762,13060400005,ENERVON C PLUS SYR 500ML,1,371.65,0.0%,353.96,39.82,-22.13
GUIWAN - OLD,PI000000001763,13060400005,ENERVON C TAB 30'S,32,6224,0.0%,5921.92,666.88,-364.8
GUIWAN - OLD,PI2021000000204,13060400005,ENERVON C TAB 30'S + ARGENTINA CBEEF 150GM,10,1945,0.0%,1850.6,208.4,-114
GUIWAN - OLD,PI2021000000239,13060400005,ENERVON C TAB SUGARFREE FC TAB 30'S,2,389,0.0%,370.12,41.68,-22.8
GUIWAN - OLD,PI000000001815,13060400005,EQUAL CLSSC SACHET PDR 1GM 50'S,1,151.5,0.0%,137.95,16.23,-2.68
GUIWAN - OLD,PI2018000000424,13060400005,EQUAL GOLD SUCRALOSE 150GM,1,179,0.0%,168.21,19.18,-8.39
GUIWAN - OLD,PI000000001814,13060400005,EQUAL SACHET  PDR 1GM 12'S,1,36.5,0.0%,33.79,3.91,-1.2
GUIWAN - OLD,PI202100000055,13060400005,EXFLEM 600MG EFFVSCNT TAB 10'S,4,1300,0.0%,1335.57,112.5,-148.07
GUIWAN - OLD,PI0101202193,13060400005,EXFLEM 600MG GRAN SACHET,21,775.95,0.0%,739.2,83.14,-46.39
GUIWAN - OLD,PI000000001887,13060400005,EXIGO  8MG TAB,9,301.5,0.0%,285.75,32.31,-16.56
GUIWAN - OLD,PI000000001888,13060400005,EXIGO 16MG TAB,1,45.25,0.0%,43.1,4.85,-2.7
GUIWAN - OLD,PI0106201531,13060400005,EXIGO 24MG TAB,4,241,0.0%,229.04,25.82,-13.86
GUIWAN - OLD,PI000000001893,13060400005,EXPEL 15MG SYR 60ML,17,1972,0.0%,1708.5,211.31,52.19
GUIWAN - OLD,PI000000001891,13060400005,EXPEL 6MG DROPS 15ML,12,1266,0.0%,1094.52,135.6,35.88
GUIWAN - OLD,PI000000001896,13060400005,EXULTEN 50MG TAB,14,697,0.0%,715.48,0,-18.48
GUIWAN - OLD,PI000000001930,13060400005,FENOFLEX 160MG CAP,40,1492,0.0%,1420.16,0,71.84
GUIWAN - OLD,PI000000001934,13060400005,FERLIN DROP 15ML,5,612.5,0.0%,530.2,65.65,16.65
GUIWAN - OLD,PI000000001935,13060400005,FERLIN SYR 120ML,3,941.25,0.0%,896.4,100.86,-56.01
GUIWAN - OLD,PI0111201649,13060400005,FLOTERA CHEW TAB,15,449.25,0.0%,428.07,48.13,-26.95
GUIWAN - OLD,PI000000001986,13060400005,FLOXEL  500MG TAB,14,2145,0.0%,2859.5,0,-714.5
GUIWAN - OLD,PI20170000107,13060400005,FLUTIZAL 25MCG/125MCG INH,1,412,0.0%,392,44.14,-24.14
GUIWAN - OLD,PI20170000108,13060400005,FLUTIZAL 25MCG/250MCG INH,1,612,0.0%,582.4,65.57,-35.97
GUIWAN - OLD,PI000000002029,13060400005,FORTIFER FA ROTACAP,14,206.5,0.0%,195.86,22.12,-11.48
GUIWAN - OLD,PI2021000000187,13060400005,FORTIMA 22IU/500MG/10MG FC TAB,20,240,0.0%,227.28,25.72,-13
GUIWAN - OLD,PI2019000000128,13060400005,FORTIPLEX TAB PHAREX,39,543.15,0.0%,662.26,17.22,-136.33
GUIWAN - OLD,PI000000002036,13060400005,FOZAL 10MG TAB,123,5357.8,0.0%,7052.21,25.8,-1720.21
GUIWAN - OLD,PI0101201744,13060400005,FUNXION  50MG CAP,32,728,0.0%,692.97,78,-42.97
GUIWAN - OLD,PI0103201521,13060400005,FUNXION  75MG CAP,22,919.6,0.0%,875.23,98.53,-54.16
GUIWAN - OLD,PI0103201520,13060400005,FUNXION 150MG CAP,2,93.93,0.0%,125.02,0,-31.09
GUIWAN - OLD,PI000000002121,13060400005,GI-NORM 10MG TAB,6,179.7,0.0%,170.6,19.26,-10.16
GUIWAN - OLD,PI000000002157,13060400005,GLUBITOR 30MG OD TAB,145,1132.8,0.0%,1208.4,0,-75.6
GUIWAN - OLD,PI000000002158,13060400005,GLUBITOR 80MG TAB,201,1667.4,0.0%,1702.56,0,-35.16
GUIWAN - OLD,PI20170000213,13060400005,GLUCOBEST CHOCO PDR 800GM,1,1601.7,0.0%,1652.82,171.61,-222.73
GUIWAN - OLD,PI20170000214,13060400005,GLUCOBEST VAN PDR 400GM,2,1681.5,0.0%,1735.84,180.16,-234.5
GUIWAN - OLD,PI20170000215,13060400005,GLUCOBEST VAN PDR 800GM,1,1601.7,0.0%,1652.83,171.61,-222.74
GUIWAN - OLD,PI000000002190,13060400005,GLUMET  500MG TAB,281,2146.95,0.0%,2428.1,0,-281.15
GUIWAN - OLD,PI01012014004,13060400005,GLUMET  850MG TAB,30,261.6,0.0%,311.02,0,-49.42
GUIWAN - OLD,PI000000002191,13060400005,GLUMET 1000MG TAB,45,500.4,0.0%,514.35,0,-13.95
GUIWAN - OLD,PI000000002192,13060400005,GLUMET XR 500MG TAB,515,4871.88,0.0%,5300.68,0,-428.8
GUIWAN - OLD,PI20170000392,13060400005,GLYCOAIR 110MCG/50MCG BREEZHALER,32,2291.15,0.0%,2465.6,164.9,-339.35
GUIWAN - OLD,PI000000002198,13060400005,GLYDOLAX 1.9G SUPP INFANT,29,232,0.0%,216.53,24.85,-9.38
GUIWAN - OLD,PI000000002197,13060400005,GLYDOLAX 2.5G SUPP ADULT,3,30.75,0.0%,28.75,3.29,-1.29
GUIWAN - OLD,PI000000002215,13060400005,GROWEE PEDTECH DRP 15ML,6,507.6,0.0%,483.24,54.37,-30.01
GUIWAN - OLD,PI000000002217,13060400005,GROWEE PEDTECH SYR 120ML,3,495.9,0.0%,472.2,53.13,-29.43
GUIWAN - OLD,PI202000000099,13060400005,GROWEE SYR 250ML+CEELIN PLUS 60ML PRO,2,590,0.0%,562.08,63.22,-35.3
GUIWAN - OLD,PI000000002226,13060400005,GYNEPRO FEMWASH  60ML,2,141.5,0.0%,134.78,15.16,-8.44
GUIWAN - OLD,PI2019000000282,13060400005,GYNEPRO FEMWASH 60ML + 3 NAPKINS,2,141.5,0.0%,134.78,15.16,-8.44
GUIWAN - OLD,PI2019000000344,13060400005,GYNEPRO ULTRA PROT FEM W 150ML,2,321,0.0%,302.74,34.39,-16.13
GUIWAN - OLD,PI000000002232,13060400005,H2BLOC 20MG TAB,8,193.6,0.0%,184.04,20.74,-11.18
GUIWAN - OLD,PI000000002251,13060400005,HEMARATE FA TAB,9,204.75,0.0%,194.12,21.94,-11.31
GUIWAN - OLD,PI000000002253,13060400005,HEMARATE TAB,8,194.8,0.0%,185.68,20.87,-11.75
GUIWAN - OLD,PI000000002260,13060400005,HEMOSTAN  500MG CAP,61,1939.86,0.0%,2135.22,122.88,-318.24
GUIWAN - OLD,PI0111201647,13060400005,HERAGEST 200MG S-GEL CAP,65,2584.29,0.0%,3301.89,28.93,-746.53
GUIWAN - OLD,PI000000002277,13060400005,HIMOX 250MG SUSP  60ML,1,149.95,0.0%,141.43,16.07,-7.55
GUIWAN - OLD,PI000000002278,13060400005,HIMOX 250MG SUSP 105ML,2,328.6,0.0%,312.96,35.2,-19.56
GUIWAN - OLD,PI000000002329,13060400005,HYDRITE APPLE 4.1GM,3,49.35,0.0%,44.7,5.29,-0.64
GUIWAN - OLD,PI000000002330,13060400005,HYDRITE BANANA 4.1GM,14,230.3,0.0%,208.61,24.69,-3
GUIWAN - OLD,PI000000002331,13060400005,HYDRITE SACHET,30,472.5,0.0%,426.9,50.64,-5.04
GUIWAN - OLD,PI000000002340,13060400005,HYOS 10MG TAB,8,160,0.0%,152.38,17.14,-9.52
GUIWAN - OLD,PI000000002352,13060400005,HYTAZ 12.5MG TAB,40,204,0.0%,193.38,0,10.62
GUIWAN - OLD,PI000000002353,13060400005,HYTAZ 25MG TAB,103,582.4,0.0%,627.46,0,-45.06
GUIWAN - OLD,PI01012014005,13060400005,IDEZAR 150MG TAB,21,411.32,0.0%,429.04,0,-17.72
GUIWAN - OLD,PI01012014006,13060400005,IDEZAR 300MG TAB,25,1000,0.0%,835.79,0,164.21
GUIWAN - OLD,PI000000002364,13060400005,IMMUNOSIN 250MG SYR 60ML,1,248.6,0.0%,202.93,26.64,19.03
GUIWAN - OLD,PI0109201531,13060400005,IMMUNPRO 500MG TAB,1668,12319.52,0.1%,12392.06,1134.91,-1207.45
GUIWAN - OLD,PI000000002391,13060400005,INOFLOX  400MG TAB,3,282,0.0%,253.28,30.21,-1.49
GUIWAN - OLD,PI000000002452,13060400005,ISOXILAN 10MG TAB,16,360,0.0%,342.4,38.57,-20.97
GUIWAN - OLD,PI0101201774,13060400005,JUVEN AID ORANGE 24GM,3,581.25,0.0%,558.67,62.28,-39.7
GUIWAN - OLD,PI000000002490,13060400005,KASTAIR  5MG EZ TAB,58,1527.43,0.0%,1493.78,153.32,-119.67
GUIWAN - OLD,PI000000002491,13060400005,KASTAIR 10MG TAB,6,238.5,0.0%,230.94,25.55,-17.99
GUIWAN - OLD,PI000000002535,13060400005,KIDDILETS 120MG CHEW TAB,65,162.5,0.0%,152.49,17.42,-7.41
GUIWAN - OLD,PI2019000000211,13060400005,KIDDILETS 120MG/5ML SYR 60ML,1,49.75,0.0%,47.17,5.33,-2.75
GUIWAN - OLD,PI000000002558,13060400005,KLAZ 125MG SUSP 70ML,1,689.5,0.0%,656.67,73.88,-41.05
GUIWAN - OLD,PI01112013119,13060400005,KREMIL S ADVANCE TAB,127,2514.6,0.0%,2396.23,269.38,-151.01
GUIWAN - OLD,PI000000002581,13060400005,KREMIL S TAB,415,3105.21,0.0%,2993.66,332.71,-221.16
GUIWAN - OLD,PI000000002582,13060400005,KREMIL S TAB 5+1,15,562.5,0.0%,536.22,60.28,-34
GUIWAN - OLD,PI0111201642,13060400005,LACTEZIN 5MG CAP,13,338,0.0%,319.09,36.21,-17.3
GUIWAN - OLD,PI000000002719,13060400005,LIFEZAR  50MG TAB,376,7464.96,0.1%,8695.5,0,-1230.54
GUIWAN - OLD,PI000000002720,13060400005,LIFEZAR 100MG TAB,250,6046.36,0.0%,6748.34,0,-701.98
GUIWAN - OLD,PI000000002762,13060400005,LIVERPRIME CAP,9,309.15,0.0%,294.26,33.12,-18.23
GUIWAN - OLD,PI000000002765,13060400005,LLANOL 100MG TAB,40,536,0.0%,508.87,57.43,-30.3
GUIWAN - OLD,PI000000002766,13060400005,LLANOL 300MG TAB,60,1650,0.0%,2199.32,0,-549.32
GUIWAN - OLD,PI000000002790,13060400005,LORAPED SYR 60ML,4,1022,0.0%,973.05,109.51,-60.56
GUIWAN - OLD,PI000000002797,13060400005,LORMIDE 2MG CAP,4,30,0.0%,28.2,3.22,-1.42
GUIWAN - OLD,PI000000002898,13060400005,MAXVIT CAP,34,476,0.0%,449.06,51,-24.06
GUIWAN - OLD,PI000000002912,13060400005,MEDICOL ADV 200MG CAP,345,2035.24,0.0%,1952.81,218.09,-135.66
GUIWAN - OLD,PI2018000000168,13060400005,MEDICOL ADV 200MG CAP 8+2,15,679.2,0.0%,679.2,0,0
GUIWAN - OLD,PI01012014007,13060400005,MEDICOL ADV 400MG CAP,233,2515.92,0.0%,2416.26,269.6,-169.94
GUIWAN - OLD,PI000000006007,13060400005,MEDICOL ADV 400MG CAP 4+1,31,1339.2,0.0%,1286.81,143.51,-91.12
GUIWAN - OLD,PI0101202196,13060400005,METCORT 16MG TAB,3,99.75,0.0%,95.01,10.69,-5.95
GUIWAN - OLD,PI000000003086,13060400005,MONTRA 30MG CAP,105,1339.81,0.0%,1740.9,13.05,-414.14
GUIWAN - OLD,PI000000003087,13060400005,MONTRA 60MG CAP,7,192.36,0.0%,190.89,18.42,-16.95
GUIWAN - OLD,PI000000003102,13060400005,MOTIVEST 20MG CAP,10,483.5,0.0%,460.17,0,23.33
GUIWAN - OLD,PI000000003103,13060400005,MOVELAX 3.3GM/5ML SYR 120ML,1,341.25,0.0%,324.91,36.56,-20.22
GUIWAN - OLD,PI000000003104,13060400005,MOVELAX SYR  30ML,2,223.8,0.0%,202.86,23.98,-3.04
GUIWAN - OLD,PI000000003142,13060400005,MUPICIN OINT 5GM,1,275.5,0.0%,249.91,29.52,-3.93
GUIWAN - OLD,PI000000003176,13060400005,MYRA  E 300IU CAP 30'S,2,456,0.0%,14.64,48.86,392.5
GUIWAN - OLD,PI000000003180,13060400005,MYRA  E 400IU CAP 30'S,9,3150,0.0%,3004.65,337.5,-192.15
GUIWAN - OLD,PI000000003181,13060400005,MYRA  E 400IU CAP FOIL,434,5034.4,0.0%,4829.65,539.37,-334.62
GUIWAN - OLD,PI202000000074,13060400005,MYRA  E 400IU CAP FOIL 12+2 PRO,20,2784,0.0%,2670.78,298.25,-185.03
GUIWAN - OLD,PI2019000000293,13060400005,MYRA CLSC MOIST LOT 200ML,2,260,0.0%,226.08,27.86,6.06
GUIWAN - OLD,PI2019000000159,13060400005,MYRA CLSC MOIST LOT 50ML,3,110.34,0.0%,96.54,11.81,1.99
GUIWAN - OLD,PI2019000000242,13060400005,MYRA CLSC WHITENING LOT 100ML,1,105,0.0%,91.3,11.25,2.45
GUIWAN - OLD,PI2019000000160,13060400005,MYRA CLSC WHITENING LOT 50ML,1,60,0.0%,52.17,6.43,1.4
GUIWAN - OLD,PI2019000000340,13060400005,MYRA FRESH GLOW WHT FM SFL 40ML,1,105,0.0%,91.3,11.25,2.45
GUIWAN - OLD,PI2019000000161,13060400005,MYRA FRESH GLOW WHT FW SCHT 10ML,1,15,0.0%,13.04,1.61,0.35
GUIWAN - OLD,PI2019000000246,13060400005,MYRA MOIST PLUS LOT 100ML,2,160,0.0%,139.12,17.14,3.74
GUIWAN - OLD,PI2019000000249,13060400005,MYRA SMOOTH GLOW WHT FM 7ML,4,44,0.0%,38.25,4.72,1.03
GUIWAN - OLD,PI202000000098,13060400005,"MYRA SMOOTH GLOW WHT FW 50ML ""B1T1""",1,75,0.0%,65.22,8.04,1.74
GUIWAN - OLD,PI2019000000341,13060400005,MYRA SMOOTH GLOW WHT FW MDS 10ML,3,45,0.0%,39.13,4.82,1.05
GUIWAN - OLD,PI2019000000295,13060400005,MYRA SMOOTH GLW MOIST FM 40ML,2,191.8,0.0%,182.6,20.56,-11.36
GUIWAN - OLD,PI2018000000438,13060400005,MYRA ULTIMATE SOFTGEL CAP,63,1212.75,0.0%,1145.46,129.96,-62.67
GUIWAN - OLD,PI2019000000377,13060400005,MYRA WHITENING BEAUTY SOAP 90GM,4,119,0.0%,113.04,12.76,-6.8
GUIWAN - OLD,PI2019000000378,13060400005,MYRA WHITENING BEAUTY SOAP 90GM 3'S,2,160.7,0.0%,153.04,17.22,-9.56
GUIWAN - OLD,PI2019000000252,13060400005,MYRA WHITENING PLUS LOT 200ML,1,208,0.0%,180.87,22.29,4.84
GUIWAN - OLD,PI2019000000296,13060400005,MYRA WHITENING PLUS LOT 50ML,2,127.8,0.0%,121.74,13.7,-7.64
GUIWAN - OLD,PI000000003220,13060400005,MYRACOF 30MG TAB,66,271.29,0.0%,279.96,22.17,-30.84
GUIWAN - OLD,PI202100000010,13060400005,MYRACOF 30MG TAB 7+1,3,94.5,0.0%,89.04,10.14,-4.68
GUIWAN - OLD,PI000000003225,13060400005,NAFARIN A TAB,36,248.4,0.0%,234,26.62,-12.22
GUIWAN - OLD,PI000000003244,13060400005,NAPREX PT MELON 120MG 60ML,1,68.5,0.0%,65.32,7.34,-4.16
GUIWAN - OLD,PI000000003262,13060400005,NASOFLO 50MCG 120D,4,2441.03,0.0%,2503.52,211.23,-273.72
GUIWAN - OLD,PI000000004035,13060400005,NEO-PYRAZON 50MG TAB,21,480.9,0.0%,457.48,51.52,-28.1
GUIWAN - OLD,PI000000003313,13060400005,NEOZEP DROP 10ML,9,863.1,0.0%,821.34,92.52,-50.76
GUIWAN - OLD,PI0105201532,13060400005,NEOZEP FRT CAPLET,1609,7942.68,0.1%,7589.6,847.2,-494.12
GUIWAN - OLD,PI0104201567,13060400005,NEOZEP FRT CAPLET 5+1,1,24.75,0.0%,23.55,2.65,-1.45
GUIWAN - OLD,PI20180000007,13060400005,NEOZEP FRT CAPLET 8+2,112,4435.2,0.0%,4226.45,475.19,-266.44
GUIWAN - OLD,PI0105201533,13060400005,NEOZEP NON-DROWSY CAPLET,111,638.25,0.0%,602.14,68.36,-32.25
GUIWAN - OLD,PI000000003317,13060400005,NEOZEP SYR 60ML,33,3164.7,0.0%,3011.58,339.12,-186
GUIWAN - OLD,PI000000003348,13060400005,NEUROGEN E REF TAB,210,2581.44,0.0%,2773.61,186.18,-378.35
GUIWAN - OLD,PI0112201526,13060400005,NEUROGEN E REF TAB 8'S,2,158.86,0.0%,210.12,0,-51.26
GUIWAN - OLD,PI000000003405,13060400005,NORIZEC 1MG TAB,40,424,0.0%,462.79,0,-38.79
GUIWAN - OLD,PI000000003406,13060400005,NORIZEC 2MG TAB,60,838.05,0.0%,1128.9,0,-290.85
GUIWAN - OLD,PI000000003420,13060400005,NORPLUS 10MG/12.5MG TAB,33,932.25,0.0%,887.13,0,45.12
GUIWAN - OLD,PI20170000218,13060400005,NUTRIBEST VAN PDR 400GM,1,736.73,0.0%,752.83,78.94,-95.04
GUIWAN - OLD,PI20170000219,13060400005,NUTRIBEST VAN PDR 800GM,1,1434.5,0.0%,1466.04,153.7,-185.24
GUIWAN - OLD,PI000000003458,13060400005,NUTRILIN DROP 15ML,3,244.5,0.0%,232.53,26.19,-14.22
GUIWAN - OLD,PI000000003459,13060400005,NUTRILIN DROP 30ML,14,1694,0.0%,1612.52,181.48,-100
GUIWAN - OLD,PI000000003460,13060400005,NUTRILIN SYR 120ML,3,545.25,0.0%,518.91,58.41,-32.07
GUIWAN - OLD,PI000000003461,13060400005,NUTRILIN SYR 250ML,3,955.5,0.0%,909.69,102.39,-56.58
GUIWAN - OLD,PI000000003464,13060400005,NUTROPLEX W/I&L SYR  60ML,2,166.5,0.0%,157.32,17.84,-8.66
GUIWAN - OLD,PI000000003465,13060400005,NUTROPLEX W/I&L SYR 120ML,6,942,0.0%,896.58,100.92,-55.5
GUIWAN - OLD,PI000000003466,13060400005,NUTROPLEX W/I&L SYR 250ML,4,1086,0.0%,1033.6,116.36,-63.96
GUIWAN - OLD,PI000000003477,13060400005,OBIMIN PLUS CAP,20,330,0.0%,313.8,35.36,-19.16
GUIWAN - OLD,PI000000003525,13060400005,OMEPRON  20MG CAP,18,809.1,0.0%,770.28,86.68,-47.86
GUIWAN - OLD,PI000000003664,13060400005,PEDIAMOX 250MG SUSP 105ML,2,298,0.0%,283.84,31.93,-17.77
GUIWAN - OLD,PI000000003667,13060400005,PEDIAMOX DRP 10ML,6,477,0.0%,458.22,51.12,-32.34
GUIWAN - OLD,PI2021000000108,13060400005,PH CARE COOLING COMFORT FEM WIPES 10'S,1,41.5,0.0%,38.68,4.45,-1.63
GUIWAN - OLD,PI2021000000105,13060400005,PH CARE COOLING COMFORT FW 150ML,1,126.75,0.0%,118.23,13.58,-5.06
GUIWAN - OLD,PI2021000000106,13060400005,PH CARE COOLING COMFORT FW 50ML,7,364,0.0%,340.19,38.99,-15.18
GUIWAN - OLD,PI2021000000107,13060400005,PH CARE COOLING COMFORT FW 5ML,5,30,0.0%,27.78,3.22,-1
GUIWAN - OLD,PI2021000000109,13060400005,PH CARE DELICATE WHITE FW 50ML,2,112,0.0%,104.68,12,-4.68
GUIWAN - OLD,PI2021000000110,13060400005,PH CARE DELICATE WHITE FW 5ML,1,7,0.0%,6.54,0.75,-0.29
GUIWAN - OLD,PI2021000000112,13060400005,PH CARE FLORAL CLEAN FW 50ML,4,201,0.0%,186.92,21.52,-7.44
GUIWAN - OLD,PI2021000000113,13060400005,PH CARE FLORAL CLEAN FW 5ML,13,65,0.0%,60.75,6.96,-2.71
GUIWAN - OLD,PI2021000000118,13060400005,PH CARE NATURAL PRO FEM WIPES 10'S,2,89.5,0.0%,83.34,9.58,-3.42
GUIWAN - OLD,PI2021000000115,13060400005,PH CARE NATURAL PROTECTION FW 150ML,2,260,0.0%,242.84,27.86,-10.7
GUIWAN - OLD,PI2021000000116,13060400005,PH CARE NATURAL PROTECTION FW 50ML,1,53.25,0.0%,49.54,5.71,-2
GUIWAN - OLD,PI2021000000117,13060400005,PH CARE NATURAL PROTECTION FW 5ML,15,89.46,0.0%,83.35,9.59,-3.48
GUIWAN - OLD,PI000000003736-LESS30,13060400005,PH CARE PSNTE BLOOM 250ML 30% OFF,1,105,0.0%,95.92,11.25,-2.17
GUIWAN - OLD,PI000000003825,13060400005,PLOGREL 75MG TAB,238,7748.24,0.1%,9312.82,237.64,-1802.22
GUIWAN - OLD,PI0101201875,13060400005,PROGLIN  50MG TAB,102,2357.5,0.0%,2780.19,0,-422.69
GUIWAN - OLD,PI0101201876,13060400005,PROGLIN MET  50/500MG TAB,204,5743.75,0.0%,6060.79,0,-317.04
GUIWAN - OLD,PI0101201877,13060400005,PROGLIN MET  50/850MG TAB,10,250,0.0%,297.1,0,-47.1
GUIWAN - OLD,PI000000004002,13060400005,PROZELAX 200MCG CAP,114,5768.4,0.0%,7675.8,0,-1907.4
GUIWAN - OLD,PI000000004003,13060400005,PROZELAX 400MCG CAP,93,5070,0.0%,6702.82,0,-1632.82
GUIWAN - OLD,PI000000004051,13060400005,QUADTAB TAB,29,326.2,0.0%,334.37,12.96,-21.13
GUIWAN - OLD,PI000000004080,13060400005,RASHFREE 200MG OINT 30GM,4,749,0.0%,713.2,80.24,-44.44
GUIWAN - OLD,PI000000004104,13060400005,RELESTAL SYR  60ML,4,674.4,0.0%,611.6,72.24,-9.44
GUIWAN - OLD,PI000000004131,13060400005,RESTIME DRP 10ML,5,502.5,0.0%,481.9,53.85,-33.25
GUIWAN - OLD,PI000000004142,13060400005,REVICON FLEX TAB,321,1556.85,0.0%,1514.14,166.81,-124.1
GUIWAN - OLD,PI000000004145,13060400005,REVICON FRT IMP TAB 30'S,7,1020.25,0.0%,990.57,109.34,-79.66
GUIWAN - OLD,PI2021000000293,13060400005,REVICON FRT TAB 9+1,8,349.2,0.0%,339.62,37.42,-27.84
GUIWAN - OLD,PI000000004148,13060400005,REXIDOL FRT TAB,899,4449.83,0.0%,4234.29,476.77,-261.23
GUIWAN - OLD,PI2020000000132,13060400005,REXIDOL FRT TAB 4+1,18,356.4,0.0%,339.12,38.18,-20.9
GUIWAN - OLD,PI0101201804,13060400005,RM ALLOPURINOL 300MG TAB,2,26,0.0%,26,2.79,-2.79
GUIWAN - OLD,PI000000004205,13060400005,RM AMBROXOL 15MG SYR 120ML,1,120,0.0%,120,12.86,-12.86
GUIWAN - OLD,PI000000004206,13060400005,RM AMBROXOL 15MG SYR 60ML,1,72,0.0%,72,7.71,-7.71
GUIWAN - OLD,PI000000004207,13060400005,RM AMBROXOL 30MG 120ML,3,450,0.0%,450,48.21,-48.21
