Product ID,Name,UOM,UOM VALUE,Alternate Code,Principal ID,Principal Name,Price
PI000000002880,MACROL TODDLER 50MG,PCS,0,,13060400005,Unilab,0
PI000000002898,MAXVIT CAP,CAP,100,154525,13060400005,Unilab,0
PI0101201856,MAXVIT CAP 4+1 PRO,CAP,0,,13060400005,Unilab,0
PI0108201550,MAXVIT CAP 5'S,PCS,0,,13060400005,Unilab,0
PI20170000402,MAXVIT CAP 7+1,CAP,15,160095,13060400005,Unilab,0
PI0208201510,MAXVIT MEN PACK 30'S CAP,PCS,1,,13060400005,Unilab,0
PI000000002912,MEDICOL ADV 200MG CAP,CAP,100,141720,13060400005,Unilab,0
PI0108201546,MEDICOL ADV 200MG CAP 5'S,CAP,0,152403,13060400005,Unilab,0
PI2021000000407,MEDICOL ADV 200MG CAP 6+1,PCK,1,,13060400005,Unilab,0
PI2018000000168,MEDICOL ADV 200MG CAP 8+2,PCK,0,,13060400005,Unilab,0
PI01012014007,MEDICOL ADV 400MG CAP,CAP,100,154512,13060400005,Unilab,0
PI000000006007,MEDICOL ADV 400MG CAP 4+1,CAP,25,166895,13060400005,Unilab,0
PI000000002913,MEDICOL I-400 TAB,PCS,100,,13060400005,Unilab,0
PI0101201873,MEMRY 10MG TAB,TAB,30,155485,13060400005,Unilab,0
PI000000002999,MEROP  500GM VL,PCS,1,154554,13060400005,Unilab,0
PI000000002998,MEROP 1GM VL,PCS,0,,13060400005,Unilab,0
PI0108201542,METCORT  4MG TAB,PCS,100,,13060400005,Unilab,0
PI0101202196,METCORT 16MG TAB,TAB,100,155978,13060400005,Unilab,0
PI000000003006,METFORMIN 500MG FC TAB PHAREX,TAB,100,600159,13060400005,Unilab,0
PI2018000000347,METOPROLOL 50MG TAB PHAREX,TAB,100,600098,13060400005,Unilab,0
PI0101202035,MOMECORT 0.1% CRM 5GM,PCS,0,155832,13060400005,Unilab,0
PI202100000073,MOMECORT 0.1% LOT 30ML,PCS,1,162795,13060400005,Unilab,0
PI0112201527,MOMECORT 0.1% OINT 5GM TUBE,PCS,1,155831,13060400005,Unilab,0
PI000000003086,MONTRA 30MG CAP,CAP,100,,13060400005,Unilab,0
PI000000003086-S15,MONTRA 30MG CAP 15'S,PCK,1,,13060400005,Unilab,0
PI000000003086-S20,MONTRA 30MG CAP 30'S,PCK,1,,13060400005,Unilab,0
PI000000003087,MONTRA 60MG CAP,CAP,100,,13060400005,Unilab,0
PI000000003087-S15,MONTRA 60MG CAP 15'S,PCK,1,,13060400005,Unilab,0
PI000000003087-S30,MONTRA 60MG CAP 30'S,PCK,1,,13060400005,Unilab,0
PI000000003102,MOTIVEST 20MG CAP,CAP,30,140907,13060400005,Unilab,0
PI000000003103,MOVELAX 3.3GM/5ML SYR 120ML,PCS,1,153570,13060400005,Unilab,0
PI000000003104,MOVELAX SYR  30ML,PCS,1,154414,13060400005,Unilab,0
PI0101201746,MULTI B TAB,TAB,100,155084,13060400005,Unilab,0
PI201900000093,MULTI B TAB 8+2 PRO,PCK,1,,13060400005,Unilab,0
PI000000003140,MULTIVITAMIN TAB UHP,PCS,0,,13060400005,Unilab,0
PI201800000077,MUPICIN OINT 10GM,PCK,1,158695,13060400005,Unilab,0
PI000000003142,MUPICIN OINT 5GM,PCS,1,141258,13060400005,Unilab,0
PI000000003146,MUSKELAX TAB,TAB,100,,13060400005,Unilab,0
PI000000003176,MYRA  E 300IU CAP 30'S,PCK,12,140520,13060400005,Unilab,0
PI000000003178,MYRA  E 400IU 6+2,PCS,0,,13060400005,Unilab,0
PI000000003179,MYRA  E 400IU 8+2 PRO,PCK,0,,13060400005,Unilab,0
PI000000003180,MYRA  E 400IU CAP 30'S,CAP,1,140521,13060400005,Unilab,0
PI202000000073,MYRA  E 400IU CAP 30'S  LESS 15% OFF,PCK,1,,13060400005,Unilab,0
PI0107201529,MYRA  E 400IU CAP 30'S PRO W/ POUCH,PCS,1,800803,13060400005,Unilab,0
PI000000003181,MYRA  E 400IU CAP FOIL,CAP,100,140810,13060400005,Unilab,0
PI202000000074,MYRA  E 400IU CAP FOIL 12+2 PRO,CAP,1,800726,13060400005,Unilab,0
PI201900000061,MYRA  E 400IU CAP FOIL 7CAPS FOR 70.00 PRO,CAP,1,,13060400005,Unilab,0
PI0108201531,MYRA  E 400IU CAP FOIL 8'S,PCK,8,,13060400005,Unilab,0
PI20170000403,MYRA  E 400IU CAP FOIL TRIAL PACK 7'S,CAP,40,,13060400005,Unilab,0
PI2019000000290,MYRA CLSC MOIST LOT 100ML,PCS,24,800317,13060400005,Unilab,0
PI202000000092,"MYRA CLSC MOIST LOT 100ML ""B1T1""",PCK,8,800695,13060400005,Unilab,0
PI2020000000208,MYRA CLSC MOIST LOT 100ML + B SOAP 45GM,PCK,1,800708,13060400005,Unilab,0
PI2019000000292,MYRA CLSC MOIST LOT 175ML,PCS,24,800320,13060400005,Unilab,0
PI2019000000293,MYRA CLSC MOIST LOT 200ML,PCS,24,800318,13060400005,Unilab,0
PI202000000093,"MYRA CLSC MOIST LOT 200ML ""B1T1""",PCK,8,800696,13060400005,Unilab,0
PI2019000000294,MYRA CLSC MOIST LOT 400ML,PCS,12,800319,13060400005,Unilab,0
PI2019000000159,MYRA CLSC MOIST LOT 50ML,PCS,24,800316,13060400005,Unilab,0
PI2019000000242,MYRA CLSC WHITENING LOT 100ML,PCS,1,800325,13060400005,Unilab,0
PI202000000094,"MYRA CLSC WHITENING LOT 100ML ""B1T1""",PCK,8,800699,13060400005,Unilab,0
PI2020000000209,MYRA CLSC WHITENING LOT 100ML + B SOAP 45GM,PCK,1,800709,13060400005,Unilab,0
PI2019000000243,MYRA CLSC WHITENING LOT 175ML,PCS,1,800328,13060400005,Unilab,0
PI2019000000244,MYRA CLSC WHITENING LOT 200ML,PCS,1,800326,13060400005,Unilab,0
PI202000000095,"MYRA CLSC WHITENING LOT 200ML ""B1T1""",PCK,8,800700,13060400005,Unilab,0
PI2019000000160,MYRA CLSC WHITENING LOT 50ML,PCS,24,800324,13060400005,Unilab,0
PI202000000013,MYRA CLSC WHITNG LOT 400ML,PCS,1,800327,13060400005,Unilab,0
PI2020000000213,MYRA E 400IU CAP 30'S + 5 CAPS PRO,PCK,1,800876,13060400005,Unilab,0
PI2019000000209,MYRA E 400IU CAP STARTER PCK 8'S,PCK,1,800539,13060400005,Unilab,0
PI0109201532,MYRA E 4CAPS + 1 FM 6ML,CAP,40,,13060400005,Unilab,0
PI0110201530,MYRA E 4CAPS + 1 V WH FM 6ML,PCS,0,,13060400005,Unilab,0
PI000000003184,MYRA E COMP PDR LIGHT 10GM,PCS,0,,13060400005,Unilab,0
PI000000003185,MYRA E COMP PDR NAT 10GM,PCS,0,,13060400005,Unilab,0
PI000000003186,MYRA E FACIAL MOIST 10ML,PCS,0,,13060400005,Unilab,0
PI000000003189,MYRA E LOT 50ML+FM50ML,PCS,0,,13060400005,Unilab,0
PI0101201725,MYRA E VS FACIAL MOIST  6ML,PCS,12,155702,13060400005,Unilab,0
PI2020000000157,MYRA FRESH GLOW WHT FM 45ML,PCS,1,800336,13060400005,Unilab,0
PI2019000000245,MYRA FRESH GLOW WHT FM 7ML,PCS,12,800337,13060400005,Unilab,0
PI2019000000340,MYRA FRESH GLOW WHT FM SFL 40ML,PCS,1,800335,13060400005,Unilab,0
PI202000000097,"MYRA FRESH GLOW WHT FM SFL 40ML ""B1T1""",PCK,12,800703-4800135007037-800702,13060400005,Unilab,0
PI2019000000339,MYRA FRESH GLOW WHT FW NOS 50ML,PCS,1,800338,13060400005,Unilab,0
PI202000000096,"MYRA FRESH GLOW WHT FW NOS 50ML ""B1T1""",PCK,1,800704,13060400005,Unilab,0
PI2019000000161,MYRA FRESH GLOW WHT FW SCHT 10ML,PCS,12,800339,13060400005,Unilab,0
PI2019000000246,MYRA MOIST PLUS LOT 100ML,PCS,1,800322,13060400005,Unilab,0
PI2019000000247,MYRA MOIST PLUS LOT 200ML,PCS,1,800323,13060400005,Unilab,0
PI2019000000248,MYRA MOIST PLUS LOT 50ML,PCS,1,800321,13060400005,Unilab,0
PI2021000000363,MYRA PROTECTING PLUS LOT 200ML,PCS,1,800960,13060400005,Unilab,0
PI2021000000364,MYRA PROTECTING PLUS LOT 50ML,PCS,1,800958,13060400005,Unilab,0
PI2020000000158,MYRA SMOOTH GLOW WHT FM 45ML,PCS,1,800333,13060400005,Unilab,0
PI2019000000249,MYRA SMOOTH GLOW WHT FM 7ML,PCS,12,800340-800334,13060400005,Unilab,0
PI2021000000331,"MYRA SMOOTH GLOW WHT FM SFL 40ML ""B1T1""",PCK,0,,13060400005,Unilab,0
PI2019000000250,MYRA SMOOTH GLOW WHT FW 50ML,PCS,1,800340,13060400005,Unilab,0
PI202000000098,"MYRA SMOOTH GLOW WHT FW 50ML ""B1T1""",PCK,1,800705-4800135007037,13060400005,Unilab,0
PI2019000000341,MYRA SMOOTH GLOW WHT FW MDS 10ML,PCS,12,800341,13060400005,Unilab,0
PI2019000000295,MYRA SMOOTH GLW MOIST FM 40ML,PCS,1,800332,13060400005,Unilab,0
PI000000003200,MYRA SUNPROTECT FM 50ML,PCS,0,,13060400005,Unilab,0
PI2018000000438,MYRA ULTIMATE SOFTGEL CAP,CAP,100,800227,13060400005,Unilab,0
PI2021000000396,MYRA ULTIMATE SOFTGEL CAP 12+2 PROMO,PCK,1,801014,13060400005,Unilab,0
PI2019000000123,MYRA ULTIMATE SOFTGEL CAP 30'S,PCK,26,800225,13060400005,Unilab,0
PI2019000000124,MYRA ULTIMATE SOFTGEL CAP 8'S,PCK,36,800226,13060400005,Unilab,0
PI01012016002,MYRA VG BB CRM 20ML BEIGE,PCS,0,,13060400005,Unilab,0
PI0104201602,MYRA VG BB CRM 20ML IVORY,PCS,6,,13060400005,Unilab,0
PI0103201504,MYRA VITA WH FW 50ML,PCS,0,,13060400005,Unilab,0
PI2018000000185,MYRA VITA WH FW 50ML 50% OFF,PCS,1,158004,13060400005,Unilab,0
PI000000003216,MYRA VITA WHT FM 50ML,PCS,0,,13060400005,Unilab,0
PI2018000000184,MYRA VITA WHT FM 50ML 50% OFF,PCS,1,158003,13060400005,Unilab,0
PI0101201726,MYRA VITA WHT FM 6ML,PCS,12,,13060400005,Unilab,0
PI000000003217,MYRA VITA WHT H&B LOT  50ML,PCS,1,800087,13060400005,Unilab,0
PI2018000000189,MYRA VITA WHT H&B LOT  50ML 50% OFF,PCS,1,158207,13060400005,Unilab,0
PI000000003218,MYRA VITA WHT H&B LOT 100ML,PCS,0,4.80779E+12,13060400005,Unilab,0
PI2018000000186,MYRA VITA WHT H&B LOT 100ML 50% OFF,PCS,1,158208,13060400005,Unilab,0
PI2018000000081,MYRA VITA WHT H&B LOT 175ML,PCS,1,156411,13060400005,Unilab,0
PI000000003219,MYRA VITA WHT H&B LOT 200ML,PCS,1,800095-4807788411723,13060400005,Unilab,0
PI2018000000187,MYRA VITA WHT H&B LOT 200ML 50% OFF,PCS,1,158209,13060400005,Unilab,0
PI000000003219-F,MYRA VITA WHT H&B LOT 200ML FREE POUCH,PCS,1,,13060400005,Unilab,0
PI00000000702,MYRA VITA WHT H&B LOT 350ML,PCS,1,800096,13060400005,Unilab,0
PI2018000000188,MYRA VITA WHT H&B LOT 350ML 50% OFF,PCS,1,158210,13060400005,Unilab,0
PI00000000701,MYRA VITAFIRM HBL 175ML,PCS,1,156412,13060400005,Unilab,0
PI000000003203,MYRA VITAFIRM LOT  50ML,PCS,0,4.80779E+12,13060400005,Unilab,0
PI000000003204,MYRA VITAFIRM LOT 100ML,PCS,0,4.80779E+12,13060400005,Unilab,0
PI000000003205,MYRA VITAFIRM LOT 200ML,PCS,1,800086-4807788412812,13060400005,Unilab,0
PI000000003207,MYRA VITAGLOW BEIGE 35ML,PCS,0,,13060400005,Unilab,0
PI000000003209,MYRA VITAGLOW IVORY 35ML,PCS,0,,13060400005,Unilab,0
PI000000003211,MYRA VITAQUENCH LOT  50ML,PCS,1,800090-4807788411136,13060400005,Unilab,0
PI000000003212,MYRA VITAQUENCH LOT 100ML,PCS,1,800065-4807788411143,13060400005,Unilab,0
PI2018000000080,MYRA VITAQUENCH LOT 175ML,PCS,1,156413-4800135001684-4807788564139,13060400005,Unilab,0
PI000000003213,MYRA VITAQUENCH LOT 200ML,PCS,0,,13060400005,Unilab,0
PI000000003187,MYRA VS FACIAL MOIST 50ML,PCS,0,141330,13060400005,Unilab,0
PI2018000000180,MYRA VS FACIAL MOIST 50ML 50% OFF,PCS,1,158002,13060400005,Unilab,0
PI000000003191,MYRA VS H&B LOT  50ML,PCS,0,141343,13060400005,Unilab,0
PI2018000000183,MYRA VS H&B LOT  50ML 50% OFF,PCS,1,158206,13060400005,Unilab,0
PI000000003199,MYRA VS H&B LOT 100ML,PCS,0,,13060400005,Unilab,0
PI2018000000181,MYRA VS H&B LOT 100ML 50% OFF,PCS,1,158205,13060400005,Unilab,0
PI000000003193,MYRA VS H&B LOT 200ML,PCS,0,141341,13060400005,Unilab,0
PI2018000000182,MYRA VS H&B LOT 200ML 50% OFF,PCS,1,158204,13060400005,Unilab,0
PI000000003193-F,MYRA VS H&B LOT 200ML FREE POUCH,PCS,1,160595,13060400005,Unilab,0
PI20170000179,MYRA VS LOT 400ML,PCS,1,800091,13060400005,Unilab,0
PI0101202187,MYRA VSMOOTH FW 50ML,PCS,0,,13060400005,Unilab,0
PI2018000000179,MYRA VSMOOTH HBL 175ML,PCS,1,156410,13060400005,Unilab,0
PI0110201540,MYRA VWHITE 45G SOAP,PCS,48,800037,13060400005,Unilab,0
PI2019000000377,MYRA WHITENING BEAUTY SOAP 90GM,PCS,1,800238,13060400005,Unilab,0
PI2019000000378,MYRA WHITENING BEAUTY SOAP 90GM 3'S,PCK,1,800239,13060400005,Unilab,0
PI2019000000251,MYRA WHITENING PLUS LOT 100ML,PCS,1,800330,13060400005,Unilab,0
PI2019000000252,MYRA WHITENING PLUS LOT 200ML,PCS,1,800331,13060400005,Unilab,0
PI2019000000296,MYRA WHITENING PLUS LOT 50ML,PCS,24,800329,13060400005,Unilab,0
PI0101202132,MYRACOF 30MG SYR 60ML,PCS,1,,13060400005,Unilab,0
PI000000003220,MYRACOF 30MG TAB,TAB,100,152378,13060400005,Unilab,0
PI2018000000301,MYRACOF 30MG TAB 5+1,PCK,1,,13060400005,Unilab,0
PI202100000010,MYRACOF 30MG TAB 7+1,PCK,1,,13060400005,Unilab,0
PI000000003225,NAFARIN A TAB,TAB,100,156043,13060400005,Unilab,0
PI2018000000101,NAFARIN A TAB 8+2,PCK,20,157666,13060400005,Unilab,0
PI000000003227,NAFARIN SYR 120ML,PCS,0,,13060400005,Unilab,0
PI000000003226,NAFARIN SYR OR REF 60ML,PCS,0,,13060400005,Unilab,0
PI000000003242,NAPREX 300MG AMP 2ML,PCS,10,,13060400005,Unilab,0
PI000000003243,NAPREX MELON DROPS 15ML,PCS,0,,13060400005,Unilab,0
PI000000003244,NAPREX PT MELON 120MG 60ML,PCS,0,,13060400005,Unilab,0
PI000000003245,NAPREX PT MELON 250MG 60ML,PCS,0,,13060400005,Unilab,0
PI000000003249,NAPROXEN 550MG TAB PHAREX,TAB,100,600097,13060400005,Unilab,0
PI000000003261,NASOCLEAR NASAL SPRAY 30ML,PCS,0,,13060400005,Unilab,0
PI000000003262,NASOFLO 50MCG 120D,PCS,1,141034,13060400005,Unilab,0
PI2021000000393,NATAFOL 5MG TAB UHP,TAB,100,170535,13060400005,Unilab,0
PI2018000000426,NATURALS STEVIA 30GM (15'S),PCK,1,166204,13060400005,Unilab,0
PI0108201506,NATURALS STEVIA PDR STCKS 2GM,PCS,40,166205-156227,13060400005,Unilab,0
PI202100000066,NATURALS STEVIA SWEETENER TAB 200'S,PCK,1,166208,13060400005,Unilab,0
PI000000003290,NEO PYRAZON 100MG SR,PCS,100,,13060400005,Unilab,0
PI000000004035,NEO-PYRAZON 50MG TAB,TAB,100,141637,13060400005,Unilab,0
PI000000003313,NEOZEP DROP 10ML,PCS,1,151991,13060400005,Unilab,0
PI0105201532,NEOZEP FRT CAPLET,CAP,500,155959,13060400005,Unilab,0
PI0108201547,NEOZEP FRT CAPLET 4'S,PCK,0,,13060400005,Unilab,0
PI0104201567,NEOZEP FRT CAPLET 5+1,PCK,25,,13060400005,Unilab,0
PI20180000007,NEOZEP FRT CAPLET 8+2,PCK,25,161401,13060400005,Unilab,0
PI20170000301,NEOZEP FRT TAB BUY 5 + 1 N-DROWSY TAB,PCK,0,,13060400005,Unilab,0
PI20170000461,NEOZEP N-DROWSY BUY 6+3  FRT TAB,PCK,0,,13060400005,Unilab,0
PI0105201533,NEOZEP NON-DROWSY CAPLET,CAP,100,156065,13060400005,Unilab,0
PI20170000287,NEOZEP NON-DROWSY CAPLET 5+1,PCK,0,,13060400005,Unilab,0
PI000000003317,NEOZEP SYR 60ML,PCS,1,151990-4807788519900,13060400005,Unilab,0
PI000000003317-PRO,NEOZEP SYR 60ML SAVE P10.00,PCS,1,,13060400005,Unilab,0
PI000000003348,NEUROGEN E REF TAB,TAB,100,153554,13060400005,Unilab,0
PI0112201526,NEUROGEN E REF TAB 8'S,PCS,0,,13060400005,Unilab,0
PI2019000000362,NEUROGEN E REF TAB BUY 14TABS+1 POUCH,PCK,1,,13060400005,Unilab,0
PI2021000000313,NEUROGEN E TAB 6+1,PCK,1,,13060400005,Unilab,0
PI0108201511,NEUROGEN E TAB 7+1,TAB,1,155797,13060400005,Unilab,0
PI000000005969,NIRVA  25MG TAB,TAB,30,152466,13060400005,Unilab,0
PI000000005970,NIRVA 100MG TAB,TAB,30,152482,13060400005,Unilab,0
PI000000003405,NORIZEC 1MG TAB,TAB,60,152649,13060400005,Unilab,0
PI000000003405-S15,NORIZEC 1MG TAB  15'S,TAB,1,,13060400005,Unilab,0
PI000000003405-S30,NORIZEC 1MG TAB  30'S,PCK,1,,13060400005,Unilab,0
PI000000003406,NORIZEC 2MG TAB,TAB,60,152651,13060400005,Unilab,0
PI000000003406-S15,NORIZEC 2MG TAB  15'S,PCK,1,,13060400005,Unilab,0
PI000000003406-S30,NORIZEC 2MG TAB  30'S,PCK,1,,13060400005,Unilab,0
PI000000003407,NORIZEC 3MG TAB,TAB,60,152650,13060400005,Unilab,0
PI000000003407-S15,NORIZEC 3MG TAB  15'S,PCK,1,,13060400005,Unilab,0
PI000000003407-S30,NORIZEC 3MG TAB  30'S,PCK,1,,13060400005,Unilab,0
PI0101202191,NORIZEC PLUS 2MG/500MG TAB,TAB,30,157066,13060400005,Unilab,0
PI000000003420,NORPLUS 10MG/12.5MG TAB,TAB,100,140192,13060400005,Unilab,0
PI000000003423,NORTEN  5MG TAB,TAB,100,140635,13060400005,Unilab,0
PI000000003424,NORTEN 10MG TAB,TAB,100,140637,13060400005,Unilab,0
PI20170000216,NUTRIBEST CHOCO PDR 400GM,PCS,1,157141,13060400005,Unilab,0
PI20170000217,NUTRIBEST CHOCO PDR 800GM,PCS,1,157140,13060400005,Unilab,0
PI202000000058,NUTRIBEST STRAW PDR 400GM,CAP,1,164496,13060400005,Unilab,0
PI20170000218,NUTRIBEST VAN PDR 400GM,PCS,1,157143,13060400005,Unilab,0
PI20170000219,NUTRIBEST VAN PDR 800GM,PCS,1,157142,13060400005,Unilab,0
PI000000003458,NUTRILIN DROP 15ML,PCS,0,,13060400005,Unilab,0
PI000000003459,NUTRILIN DROP 30ML,PCS,1,,13060400005,Unilab,0
PI000000003459-PROMO,NUTRILIN DROP 30ML - 15.00 OFF,PCS,0,,13060400005,Unilab,0
PI20170000329,NUTRILIN DROP 30ML PROMO,PCS,1,,13060400005,Unilab,0
PI000000003460,NUTRILIN SYR 120ML,PCS,1,151977,13060400005,Unilab,0
PI000000003461,NUTRILIN SYR 250ML,PCS,1,151978,13060400005,Unilab,0
PI20170000361-PROMO,NUTRILIN SYR 250ML - 30.00 OFF,PCS,1,,13060400005,Unilab,0
PI000000003461-F,NUTRILIN SYR 250ML PROMO,PCS,1,,13060400005,Unilab,0
PI000000003464,NUTROPLEX W/I&L SYR  60ML,PCS,1,156212,13060400005,Unilab,0
PI000000003465,NUTROPLEX W/I&L SYR 120ML,PCS,1,156216,13060400005,Unilab,0
PI0103201605,NUTROPLEX W/I&L SYR 120ML PRO,PCS,1,156888,13060400005,Unilab,0
PI000000003466,NUTROPLEX W/I&L SYR 250ML,PCS,1,156211,13060400005,Unilab,0
PI000000003467,NUTROPLEX W/I&L SYR 250ML PRO,PCS,0,,13060400005,Unilab,0
PI000000003477,OBIMIN PLUS CAP,CAP,100,,13060400005,Unilab,0
PI2019000000240,OMEPRAZOLE 20MG CAP PHAREX,CAP,100,600153,13060400005,Unilab,0
PI2019000000408,OMEPRAZOLE 40MG CAP PHAREX,CAP,30,600168,13060400005,Unilab,0
PI000000003525,OMEPRON  20MG CAP,CAP,30,140628,13060400005,Unilab,0
PI000000003526,OMEPRON  40MG CAP,PCS,28,,13060400005,Unilab,0
PI000000003527,OMEPRON 40MG 10ML VL,PCS,0,,13060400005,Unilab,0
PI0111201650,ONBREZ 150MCG BREEZHALER 10'S,PCS,1,,13060400005,Unilab,0
PI20170000127,ONBREZ 300MCG BREEZHALER 10'S,PCS,1,,13060400005,Unilab,0
PI0111201652,ORLYZ 120MG CAP,CAP,30,,13060400005,Unilab,0
PI0112201607,PARACETAMOL+TRAMADOL TAB PHAREX,TAB,100,600172,13060400005,Unilab,0
PI000000003657,PEDIACHLOR SUSP 60ML,PCS,0,,13060400005,Unilab,0
PI000000003666,PEDIAMOX 250MG SUSP  60ML,PCS,1,,13060400005,Unilab,0
PI000000003664,PEDIAMOX 250MG SUSP 105ML,PCS,0,,13060400005,Unilab,0
PI000000003667,PEDIAMOX DRP 10ML,PCS,0,,13060400005,Unilab,0
PI2021000000108,PH CARE COOLING COMFORT FEM WIPES 10'S,PCK,12,800652,13060400005,Unilab,0
PI2021000000105,PH CARE COOLING COMFORT FW 150ML,PCS,48,800569,13060400005,Unilab,0
PI2021000000252,PH CARE COOLING COMFORT FW 150ML P20.00 OFF,PCS,1,800964,13060400005,Unilab,0
PI2021000000397,PH CARE COOLING COMFORT FW 150ML+GYNEPRO 60ML,PCK,1,801008,13060400005,Unilab,0
PI2021000000106,PH CARE COOLING COMFORT FW 50ML,PCS,48,800570,13060400005,Unilab,0
PI2021000000253,PH CARE COOLING COMFORT FW 50ML P8.00 OFF,PCS,1,800963,13060400005,Unilab,0
PI2021000000107,PH CARE COOLING COMFORT FW 5ML,PCS,72,800572,13060400005,Unilab,0
PI000000003703-LESS30,PH CARE COOLWIND   5ML  30% OFF,PCS,12,152609,13060400005,Unilab,0
PI000000003704-LESS30,PH CARE COOLWIND  30ML 30% OFF,PCS,24,,13060400005,Unilab,0
PI000000003705-LESS30,PH CARE COOLWIND  50ML  30% OFF,PCS,12,,13060400005,Unilab,0
PI2020000000159,PH CARE COOLWIND  50ML P8.00 OFF,PCS,1,800371,13060400005,Unilab,0
PI000000003707-LESS30,PH CARE COOLWIND 150ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI000000003708-LESS30,PH CARE COOLWIND 250ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI000000003709-LESS30,PH CARE COOLWIND WIPES 10'S 30% OFF,PCK,12,,13060400005,Unilab,0
PI2021000000399,PH CARE DELICATE WHITE FW 150ML,PCS,1,800615,13060400005,Unilab,0
PI2021000000400,PH CARE DELICATE WHITE FW 250ML,PCS,1,800616,13060400005,Unilab,0
PI2021000000109,PH CARE DELICATE WHITE FW 50ML,PCS,48,800613,13060400005,Unilab,0
PI2021000000254,PH CARE DELICATE WHITE FW 50ML P8.00 OFF,PCS,1,800967,13060400005,Unilab,0
PI2021000000110,PH CARE DELICATE WHITE FW 5ML,PCS,72,800612,13060400005,Unilab,0
PI2021000000114,PH CARE FLORAL CLEAN FEM WIPES 10'S,PCK,12,800651,13060400005,Unilab,0
PI2021000000111,PH CARE FLORAL CLEAN FW 150ML,PCS,24,800589,13060400005,Unilab,0
PI2021000000255,PH CARE FLORAL CLEAN FW 150ML P20.00 OFF,PCS,1,800966,13060400005,Unilab,0
PI2021000000398,PH CARE FLORAL CLEAN FW 150ML+GYNEPRO 60ML,PCK,1,800979,13060400005,Unilab,0
PI2021000000402,PH CARE FLORAL CLEAN FW 250ML,PCS,1,800588,13060400005,Unilab,0
PI2021000000401,PH CARE FLORAL CLEAN FW 30ML,PCS,24,800617,13060400005,Unilab,0
PI2021000000112,PH CARE FLORAL CLEAN FW 50ML,PCS,48,800590,13060400005,Unilab,0
PI2021000000256,PH CARE FLORAL CLEAN FW 50ML P8.00 OFF,PCS,1,800965,13060400005,Unilab,0
PI2021000000113,PH CARE FLORAL CLEAN FW 5ML,PCS,72,800592,13060400005,Unilab,0
PI000000003710-LESS30,PH CARE FRAGRANCE FREE  50ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI000000003711-LESS30,PH CARE FRAGRANCE FREE 150ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI202100000011,PH CARE FRESH BLOSSOMS  50ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI000000003713-LESS30,PH CARE FRESH BLOSSOMS 150ML 30% OFF,PCS,24,,13060400005,Unilab,0
PI000000003714-LESS30,PH CARE FRESH BLOSSOMS 250ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI000000003715-LESS30,PH CARE HAPPY DAISIES  50ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI202100000014,PH CARE HAPPY DAISIES 150ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI000000003717-LESS30,PH CARE MINIS 30ML 4'S 30% OFF,PCS,1,,13060400005,Unilab,0
PI010120224-LESS30,PH CARE NATL GUAVA 150ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI0101202135-LESS30,PH CARE NATL GUAVA 50ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI2020000000160,PH CARE NATL GUAVA 50ML P8.00 OFF,PCS,1,800373,13060400005,Unilab,0
PI010120225-LESS30,PH CARE NATL PAPAYA 150ML 30% OFF,PCS,24,,13060400005,Unilab,0
PI0101202136-LESS30,PH CARE NATL PAPAYA 50ML 30% OFF,PCS,48,,13060400005,Unilab,0
PI2020000000161,PH CARE NATL PAPAYA 50ML P8.00 OFF,PCS,1,800684,13060400005,Unilab,0
PI20170000286,PH CARE NATURAL GUAVA FEM WIPES 10'S,PCS,12,157682-800045,13060400005,Unilab,0
PI2021000000118,PH CARE NATURAL PRO FEM WIPES 10'S,PCK,72,800653,13060400005,Unilab,0
PI2021000000115,PH CARE NATURAL PROTECTION FW 150ML,PCS,24,800656,13060400005,Unilab,0
PI2021000000258,PH CARE NATURAL PROTECTION FW 150ML P20.00 OFF,PCS,1,800973,13060400005,Unilab,0
PI2021000000403,PH CARE NATURAL PROTECTION FW 250ML,PCS,1,800657,13060400005,Unilab,0
PI2021000000116,PH CARE NATURAL PROTECTION FW 50ML,PCS,48,800654,13060400005,Unilab,0
PI2021000000257,PH CARE NATURAL PROTECTION FW 50ML P8.00 OFF,PCS,1,800969,13060400005,Unilab,0
PI2021000000117,PH CARE NATURAL PROTECTION FW 5ML,PCS,72,800597,13060400005,Unilab,0
PI000000005686-LESS30,PH CARE PDR FRESH  50ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI0000000005947-LESS30,PH CARE PDR FRESH 150ML 30% OFF,PCS,1,,13060400005,Unilab,0
PI01112013120-LESS30,PH CARE PFRESH WIPES 10'S 30% OFF,PCK,12,,13060400005,Unilab,0
PI000000003727,PH CARE PINK PASSION  5ML,PCS,0,,13060400005,Unilab,0
PI000000003729,PH CARE PINK PASSION  60ML,PCS,0,,13060400005,Unilab,0
PI000000003730,PH CARE PINK PASSION 150ML,PCS,0,,13060400005,Unilab,0
